Column A,Column B,P-Value,Word Count
74,132,0.044901513,29
74,135,0.047321415,22
74,137,0.031865021,10
74,142,0.047352508,22
74,145,0.049778433,15
74,165,0.047769829,15
74,177,0.044888766,20
74,181,0.043085727,11
74,193,0.041624866,19
74,196,0.048502507,28
74,197,0.048502507,28
74,213,0.034816335,30
74,220,0.034369795,19
74,221,0.048330256,29
74,227,0.037485928,12
74,228,0.04534035,12
74,230,0.035868287,18
74,232,0.049225315,22
74,233,0.045226923,21
74,236,0.042958184,23
74,238,0.036713091,29
74,241,0.047436294,21
74,256,0.040660723,12
74,262,0.043996146,20
74,263,0.03059713,12
74,267,0.049873137,16
74,268,0.049873137,16
74,279,0.040660723,11
75,22,0.037700662,15
75,25,0.038011144,15
75,49,0.042062733,9
75,62,0.032356555,10
75,90,0.047440323,16
75,137,0.046567761,10
75,139,0.043687373,15
75,145,0.037933462,16
75,165,0.03719247,13
75,227,0.046567761,10
75,228,0.04359216,18
75,236,0.040865718,18
75,241,0.046560599,15
75,279,0.046875,7
76,14,0.043972481,20
76,17,0.04999513,77
76,19,0.038977278,23
76,23,0.047541405,24
76,25,0.046342698,65
76,31,0.047774915,76
76,44,0.034287968,7
76,53,0.034287968,7
76,84,0.04572185,66
76,119,0.033966233,8
76,120,0.047373408,66
76,132,0.049446212,50
76,156,0.040831206,11
76,165,0.047902711,24
76,196,0.04215345,8
76,197,0.04215345,8
76,226,0.034287968,7
76,227,0.048828125,10
76,228,0.042488655,19
76,232,0.048891727,26
76,263,0.03125,6
76,265,0.043586426,33
76,267,0.034287968,10
76,268,0.034287968,10
76,279,0.036535984,10
77,19,0.047436294,23
77,24,0.04135891,10
77,25,0.042587066,20
77,27,0.04135891,10
77,28,0.04135891,10
77,29,0.035285718,24
77,44,0.042636292,20
77,49,0.049393865,23
77,51,0.049541254,20
77,66,0.039995379,37
77,83,0.039551557,20
77,90,0.044771691,32
77,131,0.04039281,35
77,132,0.039078773,30
77,145,0.036393034,14
77,151,0.047357979,35
77,163,0.036756605,25
77,165,0.04534035,14
77,181,0.042062733,10
77,196,0.04738064,28
77,197,0.04738064,28
77,208,0.047550108,14
77,220,0.039281155,20
77,221,0.042366747,32
77,227,0.04439591,14
77,228,0.042062733,9
77,230,0.047031187,19
77,236,0.047409194,25
77,252,0.034952351,18
77,262,0.035818966,20
77,263,0.044133834,14
77,271,0.034507643,21
77,272,0.036851017,25
77,273,0.034507643,21
77,275,0.03974966,24
77,276,0.036851017,25
77,279,0.039123401,13
78,25,0.04701766,22
78,38,0.047416546,48
78,149,0.039718004,31
78,151,0.032762645,19
78,154,0.046719944,37
78,171,0.049275406,33
78,181,0.032681699,13
78,227,0.049739619,14
78,228,0.049389389,14
78,230,0.043170587,17
78,236,0.035522337,6
78,259,0.042330603,33
78,263,0.041849521,21
78,279,0.041233083,13
79,19,0.043261408,27
79,29,0.041810543,11
79,38,0.044857456,49
79,49,0.046201416,26
79,106,0.04359216,16
79,147,0.045954405,58
79,151,0.046040788,21
79,156,0.035522337,11
79,165,0.040842898,39
79,221,0.049483114,40
79,265,0.037722722,39
79,279,0.041226833,10
80,5,0.036031686,8
80,14,0.041810543,9
80,19,0.045292786,14
80,22,0.034287968,8
80,23,0.033966233,9
80,24,0.042315275,9
80,25,0.035522337,7
80,27,0.042315275,9
80,28,0.042315275,9
80,29,0.043085727,9
80,39,0.035240224,9
80,43,0.042315275,9
80,44,0.036031686,7
80,50,0.042062733,9
80,51,0.036031686,7
80,53,0.036031686,7
80,54,0.043085727,9
80,62,0.029772876,9
80,65,0.035522337,7
80,66,0.035522337,7
80,90,0.044951303,40
80,93,0.047659944,15
80,119,0.046875,7
80,120,0.049669536,8
80,123,0.049669536,9
80,124,0.049389389,9
80,125,0.042062733,9
80,130,0.042062733,9
80,131,0.033290148,39
80,132,0.031690081,31
80,135,0.03125,6
80,137,0.029772876,8
80,139,0.043644911,15
80,141,0.049879839,14
80,143,0.046567761,13
80,145,0.048550746,9
80,151,0.038100642,23
80,158,0.042125836,14
80,163,0.035522337,7
80,165,0.043270427,10
80,181,0.036031686,7
80,193,0.035522337,7
80,195,0.035522337,7
80,196,0.036031686,7
80,197,0.036031686,7
80,208,0.035522337,7
80,213,0.034724943,31
80,216,0.037545669,15
80,219,0.047216336,31
80,220,0.035240224,8
80,221,0.046599776,41
80,226,0.036031686,7
80,227,0.042062733,8
80,228,0.042062733,9
80,230,0.035522337,7
80,232,0.029973974,9
80,233,0.035522337,7
80,241,0.030175493,15
80,252,0.036031686,7
80,256,0.036031686,8
80,262,0.049669536,9
80,263,0.042062733,9
80,264,0.044595676,13
80,265,0.038011144,15
80,267,0.045287387,10
80,268,0.045287387,10
80,269,0.034610558,8
80,270,0.040831206,11
80,271,0.034610558,9
80,272,0.034610558,9
80,273,0.034610558,9
80,274,0.049669536,8
80,275,0.034610558,9
80,276,0.034610558,9
80,277,0.049669536,8
80,279,0.029772876,8
81,34,0.044196777,63
81,37,0.046450922,62
81,38,0.047433429,57
81,43,0.04961085,63
81,86,0.044534902,62
81,132,0.046266974,37
81,147,0.048379121,59
81,151,0.04978077,17
81,165,0.039735402,31
81,181,0.042315275,9
81,228,0.041226833,11
81,252,0.029172147,8
81,274,0.034287968,8
81,277,0.034287968,8
81,279,0.040699533,11
82,23,0.028983054,13
82,38,0.036121983,46
82,41,0.045426792,25
82,115,0.044486331,27
82,119,0.04616238,15
82,141,0.042062733,13
82,149,0.045764509,25
82,151,0.041772107,22
82,153,0.0412751,32
82,154,0.045259368,37
82,227,0.029222538,12
82,259,0.035364323,29
82,263,0.041584932,21
82,279,0.035522337,6
83,24,0.04135891,11
83,27,0.04135891,11
83,28,0.04135891,11
83,40,0.03125,6
83,43,0.045491269,58
83,77,0.039551557,20
83,84,0.040353557,84
83,131,0.045171648,44
83,147,0.039047895,57
83,149,0.039512077,27
83,151,0.040480643,20
83,155,0.049811565,68
83,165,0.032939907,14
83,181,0.049420751,13
83,227,0.046066,14
83,228,0.02992366,14
83,279,0.04989201,12
84,34,0.046491598,63
84,36,0.049460422,69
84,38,0.048747635,48
84,40,0.034006403,6
84,41,0.04063893,68
84,43,0.045463847,55
84,64,0.044062158,71
84,76,0.04572185,66
84,83,0.040353557,84
84,86,0.047799242,62
84,91,0.038753875,60
84,95,0.035522337,6
84,98,0.036031686,8
84,106,0.03125,6
84,107,0.037962592,68
84,111,0.04754719,79
84,115,0.040857116,36
84,119,0.042745736,99
84,123,0.042024306,58
84,128,0.038694091,81
84,132,0.034006403,6
84,140,0.040983034,56
84,147,0.034825227,56
84,149,0.045947637,54
84,150,0.048114884,79
84,151,0.043638515,20
84,152,0.044906161,130
84,153,0.041603396,82
84,154,0.039776507,78
84,155,0.04930479,82
84,156,0.046582749,83
84,159,0.04204109,97
84,161,0.035522337,7
84,162,0.03125,6
84,169,0.041883425,81
84,171,0.0402363,68
84,182,0.048920776,82
84,183,0.035522337,6
84,190,0.047759154,58
84,194,0.042291926,95
84,211,0.035522337,8
84,219,0.045906753,81
84,222,0.049099324,61
84,251,0.044140896,98
84,263,0.047605191,21
85,19,0.044794332,30
85,23,0.034800774,30
85,38,0.048076519,50
85,106,0.035522337,6
85,115,0.042898596,44
85,151,0.047624591,23
85,165,0.047412999,30
85,263,0.040314107,19
85,265,0.044894561,31
86,19,0.047627424,33
86,23,0.041734948,39
86,31,0.042403127,59
86,40,0.035522337,6
86,66,0.043512819,38
86,81,0.044534902,62
86,84,0.047799242,62
86,106,0.04215345,7
86,120,0.049354563,43
86,132,0.0445794,36
86,151,0.042734781,21
86,165,0.044629111,37
86,213,0.029772876,8
86,252,0.035522337,7
86,264,0.039394449,41
87,14,0.047838153,24
87,19,0.034739639,24
87,22,0.035397486,27
87,23,0.029739439,26
87,24,0.034332538,21
87,25,0.047438274,24
87,27,0.049260177,23
87,29,0.049315235,23
87,49,0.042994357,24
87,90,0.04203024,27
87,126,0.048181652,42
87,130,0.035014981,6
87,132,0.039437693,26
87,145,0.042202934,25
87,165,0.045650201,24
87,221,0.040416874,35
87,227,0.038886873,22
87,228,0.032595538,12
87,231,0.047461188,27
87,232,0.039393063,26
87,236,0.047566396,20
87,262,0.03263746,21
87,263,0.041727519,20
87,264,0.048166796,35
87,265,0.043345997,27
87,272,0.04765748,26
87,275,0.049300246,24
87,276,0.04765748,26
87,279,0.049389389,8
88,279,0.034287968,8
89,38,0.048468047,26
89,106,0.035014981,7
89,115,0.04226541,37
89,132,0.034779699,54
89,135,0.04982695,8
89,149,0.032338053,16
89,151,0.048328711,21
89,161,0.041785168,8
89,165,0.048719084,44
89,196,0.047687196,54
89,197,0.047687196,54
89,207,0.046129163,20
90,37,0.03842468,33
90,38,0.046033851,31
90,41,0.041674036,24
90,43,0.035780387,33
90,47,0.03630275,10
90,52,0.04048856,32
90,55,0.035328945,16
90,56,0.041785168,8
90,57,0.04935361,35
90,74,0.036473503,30
90,75,0.047440323,16
90,77,0.044771691,32
90,80,0.044951303,40
90,87,0.04203024,27
90,98,0.036031686,7
90,101,0.046574606,32
90,109,0.04543108,41
90,113,0.044838951,31
90,115,0.03955047,32
90,140,0.042589375,47
90,147,0.04435771,41
90,149,0.041974801,31
90,151,0.047335754,22
90,153,0.037852845,33
90,154,0.032188759,35
90,156,0.043640357,11
90,161,0.034287968,8
90,170,0.044915419,31
90,171,0.049988979,30
90,174,0.049307961,19
90,176,0.03587952,37
90,178,0.046357928,17
90,190,0.032993412,15
90,200,0.038921214,37
90,201,0.045365381,32
90,211,0.032815859,10
90,213,0.0390625,8
90,215,0.045007626,38
90,222,0.036781139,35
90,226,0.044607834,37
90,236,0.035014981,6
90,239,0.049996416,30
90,240,0.036031686,7
90,242,0.041507682,32
90,243,0.040903225,48
90,245,0.046432465,33
90,253,0.04439591,15
90,258,0.049080099,17
90,259,0.037123833,29
91,19,0.038773136,30
91,23,0.040120025,39
91,25,0.04907986,36
91,29,0.047920032,37
91,50,0.045051914,44
91,66,0.037991485,37
91,84,0.038753875,60
91,120,0.036028748,45
91,131,0.045132022,39
91,132,0.034582953,29
91,137,0.043825584,10
91,165,0.037730438,31
91,221,0.047435177,33
91,231,0.04190279,29
91,232,0.046167685,30
91,238,0.048181205,37
91,263,0.041590016,20
91,264,0.03187445,37
91,265,0.036636917,31
92,151,0.035526421,17
92,165,0.049926576,39
92,274,0.033966233,8
92,277,0.033966233,8
93,1,0.039559112,24
93,37,0.048274336,36
93,38,0.042206499,45
93,41,0.03986857,44
93,56,0.049684336,12
93,80,0.047659944,15
93,98,0.034287968,8
93,106,0.035014981,6
93,115,0.039593684,32
93,122,0.047773611,23
93,128,0.039576406,50
93,132,0.036485725,12
93,140,0.049347661,50
93,147,0.048989237,39
93,149,0.041176842,14
93,151,0.048442551,20
93,153,0.040421474,34
93,154,0.049552212,25
93,156,0.044010984,11
93,161,0.036031686,7
93,178,0.045900333,30
93,183,0.035522337,6
93,190,0.037045968,14
93,199,0.031976819,11
93,210,0.034006403,7
93,211,0.035522337,9
93,215,0.045808448,38
93,216,0.039833286,49
93,237,0.048894372,13
93,239,0.04980972,16
93,240,0.035522337,7
93,242,0.041453721,32
93,243,0.039859961,46
93,245,0.04032064,34
93,253,0.027935406,14
93,254,0.048894372,13
93,259,0.048669815,28
93,265,0.035522337,7
95,19,0.047288286,27
95,84,0.035522337,6
95,130,0.036031686,8
95,132,0.036705824,31
95,151,0.032708152,20
95,165,0.041785168,8
95,167,0.035522337,8
95,181,0.035522337,10
95,228,0.035522337,7
95,231,0.049512617,26
95,252,0.047590031,33
95,262,0.040905516,31
95,263,0.040504447,21
95,269,0.036031686,7
95,271,0.035522337,8
95,272,0.035522337,8
95,273,0.035522337,8
95,275,0.035522337,8
95,276,0.035522337,8
96,19,0.03103252,7
97,38,0.047144475,48
97,119,0.042441676,13
97,120,0.041747551,13
97,151,0.047825243,24
97,196,0.035465865,9
97,197,0.035465865,9
97,209,0.035522337,6
97,216,0.03125,6
97,220,0.03125,6
97,228,0.032832971,13
97,248,0.035014981,6
97,279,0.041311226,13
98,6,0.040684909,7
98,9,0.049669536,8
98,14,0.048828125,10
98,15,0.042611677,19
98,19,0.042710154,18
98,22,0.038412304,18
98,24,0.037850556,19
98,25,0.034610558,8
98,29,0.045233807,11
98,31,0.049389389,8
98,38,0.039894651,50
98,47,0.035522337,7
98,49,0.047683282,24
98,58,0.035522337,8
98,62,0.034287968,8
98,84,0.036031686,8
98,90,0.036031686,7
98,93,0.034287968,8
98,119,0.041056114,8
98,127,0.035465865,10
98,130,0.03125,6
98,136,0.041785168,7
98,141,0.033821915,19
98,142,0.036023753,18
98,145,0.035861684,14
98,151,0.035322411,35
98,152,0.04215345,7
98,165,0.035522337,8
98,167,0.035522337,7
98,181,0.044010984,10
98,196,0.0390625,8
98,197,0.0390625,8
98,198,0.043825584,9
98,205,0.035522337,8
98,206,0.035522337,8
98,208,0.040644293,17
98,220,0.042062733,8
98,227,0.041810543,8
98,228,0.036031686,7
98,229,0.034460495,19
98,230,0.046261791,19
98,232,0.043825584,9
98,236,0.043475155,16
98,241,0.043455304,9
98,256,0.029772876,8
98,262,0.034610558,8
98,263,0.048828125,10
98,264,0.038110161,15
98,265,0.041943133,19
98,266,0.034610558,8
98,267,0.046357928,18
98,268,0.046357928,18
98,269,0.046875,7
98,270,0.04399392,19
98,271,0.032981672,19
98,272,0.032981672,19
98,273,0.032981672,19
98,275,0.032981672,19
98,276,0.032981672,19
98,279,0.042062733,8
99,38,0.049288677,47
99,147,0.048726056,49
99,149,0.048642718,28
99,151,0.045641784,21
99,253,0.032723356,16
101,23,0.049904189,31
101,24,0.04135891,11
101,27,0.04135891,11
101,28,0.04135891,11
101,90,0.046574606,32
101,119,0.044238624,15
101,132,0.045311715,34
101,151,0.036547977,58
101,165,0.049203239,30
101,221,0.04136497,34
101,227,0.041233083,13
101,228,0.027875111,13
101,265,0.047261103,33
101,279,0.036578478,12
102,14,0.035014981,7
102,22,0.039088196,17
102,23,0.040279492,14
102,25,0.040967078,17
102,44,0.046248254,16
102,119,0.03304167,15
102,137,0.034287968,7
102,141,0.047659944,15
102,151,0.04965783,25
102,165,0.049642279,16
102,226,0.040899498,16
102,227,0.040998866,12
102,228,0.046649187,17
102,241,0.043381259,17
102,279,0.041094856,10
103,14,0.035014981,7
103,22,0.039088196,17
103,23,0.040279492,14
103,25,0.040967078,17
103,44,0.046248254,16
103,119,0.03304167,15
103,137,0.034287968,7
103,141,0.047659944,15
103,151,0.047970909,39
103,165,0.049642279,16
103,226,0.040899498,16
103,227,0.040998866,12
103,228,0.046649187,17
103,241,0.043381259,17
103,279,0.041094856,10
104,156,0.036207843,12
104,253,0.048587085,16
105,57,0.049297834,40
105,119,0.042441676,13
105,120,0.041747551,13
105,151,0.046174578,24
105,196,0.035465865,9
105,197,0.035465865,9
105,209,0.035522337,6
105,216,0.03125,6
105,220,0.03125,6
105,228,0.032832971,13
105,248,0.035014981,6
105,279,0.041311226,13
106,1,0.036031686,7
106,5,0.034287968,7
106,9,0.034287968,7
106,10,0.033505257,7
106,13,0.035193326,16
106,14,0.04056125,11
106,19,0.035014981,7
106,20,0.033505257,7
106,22,0.035522337,6
106,23,0.034006403,6
106,24,0.04448951,11
106,25,0.035526421,16
106,27,0.04448951,11
106,28,0.04448951,11
106,29,0.04982695,7
106,39,0.041785168,7
106,42,0.034287968,7
106,43,0.029222538,11
106,44,0.03125,6
106,49,0.049097982,11
106,50,0.036414147,11
106,51,0.034287968,7
106,52,0.032681699,11
106,53,0.03125,6
106,62,0.04215345,8
106,63,0.033911437,16
106,64,0.04982695,9
106,65,0.03125,6
106,66,0.03125,7
106,79,0.04359216,16
106,84,0.03125,6
106,85,0.035522337,6
106,86,0.04215345,7
106,89,0.035014981,7
106,93,0.035014981,6
106,111,0.033966233,7
106,115,0.04096298,10
106,117,0.033966233,7
106,118,0.03125,7
106,119,0.036031686,7
106,124,0.035014981,7
106,125,0.036578478,11
106,127,0.040660723,11
106,129,0.03125,7
106,130,0.03125,7
106,132,0.04215345,7
106,133,0.035522337,6
106,135,0.035522337,6
106,137,0.035522337,6
106,138,0.046710479,11
106,139,0.04534035,11
106,141,0.033006258,7
106,142,0.035014981,6
106,143,0.035014981,7
106,144,0.037813753,9
106,145,0.033966233,7
106,148,0.034287968,7
106,151,0.047790484,46
106,160,0.035014981,6
106,163,0.03125,6
106,164,0.034287968,7
106,165,0.035283723,14
106,167,0.03125,7
106,176,0.04215345,7
106,177,0.035522337,6
106,181,0.03125,6
106,182,0.035522337,7
106,184,0.035522337,6
106,190,0.035014981,6
106,191,0.041785168,7
106,193,0.035014981,6
106,195,0.035014981,6
106,196,0.035522337,6
106,197,0.035522337,6
106,198,0.046567761,11
106,202,0.041154975,12
106,208,0.046875,7
106,209,0.046875,7
106,215,0.049642279,16
106,220,0.043560015,15
106,221,0.046875,7
106,222,0.041810543,8
106,226,0.03125,6
106,227,0.033966233,7
106,228,0.035522337,6
106,229,0.034287968,7
106,230,0.03125,6
106,231,0.046875,7
106,232,0.033966233,7
106,233,0.03125,6
106,236,0.049919332,15
106,237,0.03125,6
106,238,0.035522337,6
106,241,0.041810543,9
106,242,0.041785168,7
106,244,0.035522337,6
106,245,0.041785168,7
106,248,0.03125,7
106,249,0.046875,7
106,251,0.046875,7
106,252,0.03125,7
106,254,0.03125,6
106,256,0.035522337,6
106,260,0.034287968,7
106,262,0.031865021,11
106,263,0.035522337,6
106,264,0.049420751,13
106,265,0.037813753,10
106,267,0.035522337,6
106,268,0.035522337,6
106,269,0.03125,6
106,271,0.03125,6
106,272,0.03125,6
106,273,0.03125,6
106,274,0.045375753,12
106,275,0.03125,6
106,276,0.03125,6
106,277,0.045375753,12
106,279,0.033966233,7
107,9,0.035522337,6
107,15,0.041973376,94
107,19,0.048679288,29
107,22,0.042107105,30
107,25,0.049336698,100
107,84,0.037962592,68
107,131,0.046490916,40
107,132,0.029673465,30
107,137,0.034287968,9
107,149,0.043390333,17
107,165,0.03296829,45
107,167,0.04215345,8
107,177,0.035014981,7
107,196,0.048308723,65
107,227,0.040163949,12
107,232,0.041785168,9
107,256,0.041785168,8
107,263,0.036332757,21
107,279,0.040263185,12
108,120,0.048806746,12
108,151,0.033184873,35
108,196,0.035465865,9
108,197,0.035465865,9
108,209,0.035522337,6
108,216,0.03125,6
108,220,0.03125,6
108,242,0.032539171,35
108,245,0.045137712,35
108,248,0.035014981,6
108,279,0.04534035,12
109,19,0.047236841,41
109,25,0.04215345,7
109,49,0.035522337,8
109,62,0.042062733,10
109,90,0.04543108,41
109,131,0.045207675,46
109,132,0.037171951,39
109,135,0.04130723,8
109,151,0.046604888,17
109,165,0.039063498,14
109,221,0.045100892,40
109,227,0.046567761,11
109,231,0.03719736,45
109,259,0.049760491,24
109,261,0.035522337,7
109,262,0.045041124,44
109,264,0.040095381,38
109,279,0.035522337,7
110,120,0.048806746,12
110,151,0.033184873,35
110,196,0.035465865,9
110,197,0.035465865,9
110,209,0.035522337,6
110,216,0.03125,6
110,220,0.03125,6
110,242,0.032539171,35
110,245,0.045137712,35
110,248,0.035014981,6
110,279,0.04534035,12
111,19,0.043475155,15
111,23,0.044585228,29
111,24,0.035861684,13
111,25,0.039848105,51
111,27,0.035861684,13
111,28,0.035861684,13
111,31,0.048206779,55
111,44,0.043451534,17
111,66,0.048494635,59
111,84,0.04754719,79
111,106,0.033966233,7
111,119,0.037265778,12
111,127,0.049911124,61
111,132,0.040668618,59
111,145,0.036485725,13
111,153,0.03125,6
111,165,0.037485928,13
111,189,0.034287968,7
111,227,0.040998866,12
111,228,0.041154975,13
111,229,0.033006258,18
111,236,0.035522337,6
111,269,0.038883928,15
111,279,0.043640357,9
112,120,0.048806746,12
112,151,0.033184873,35
112,196,0.035465865,9
112,197,0.035465865,9
112,209,0.035522337,6
112,216,0.03125,6
112,220,0.03125,6
112,242,0.032539171,35
112,245,0.045137712,35
112,248,0.035014981,6
112,279,0.04534035,12
113,14,0.047508215,20
113,19,0.043662647,21
113,23,0.049397678,21
113,24,0.033006258,8
113,25,0.038485744,21
113,27,0.033006258,8
113,28,0.033006258,8
113,29,0.037156114,18
113,31,0.047111059,37
113,44,0.0338143,19
113,50,0.045169214,37
113,66,0.03577281,36
113,90,0.044838951,31
113,130,0.035522337,6
113,131,0.036926662,37
113,132,0.047412999,31
113,141,0.0476828,22
113,145,0.042441676,15
113,152,0.032638556,20
113,165,0.049461576,20
113,196,0.042600809,38
113,197,0.042600809,38
113,208,0.047702206,21
113,220,0.045459443,21
113,221,0.041818814,30
113,226,0.043758882,18
113,227,0.039913779,20
113,228,0.049596445,13
113,229,0.042660909,19
113,232,0.047409194,24
113,236,0.045650201,24
113,241,0.038151092,21
113,252,0.049328918,21
113,262,0.044085192,18
113,263,0.049919332,15
113,264,0.043787163,36
113,265,0.040889608,30
113,267,0.040014541,19
113,268,0.040014541,19
113,271,0.028755639,21
113,272,0.039783964,21
113,273,0.028755639,21
113,275,0.047438461,23
113,276,0.039783964,21
113,279,0.043640357,9
114,120,0.048806746,12
114,151,0.033184873,35
114,196,0.035465865,9
114,197,0.035465865,9
114,209,0.035522337,6
114,216,0.03125,6
114,220,0.03125,6
114,242,0.032539171,35
114,245,0.045137712,35
114,248,0.035014981,6
114,279,0.04534035,12
115,10,0.039618573,41
115,14,0.029348472,18
115,15,0.044612409,43
115,19,0.042322682,24
115,22,0.046606205,31
115,23,0.04672796,18
115,24,0.04914994,18
115,25,0.041834036,21
115,27,0.04914994,18
115,28,0.034851915,27
115,29,0.042312142,24
115,31,0.042411769,35
115,40,0.042315275,9
115,49,0.036894792,24
115,50,0.044326038,26
115,51,0.047461188,27
115,66,0.038103867,35
115,82,0.044486331,27
115,84,0.040857116,36
115,85,0.042898596,44
115,89,0.04226541,37
115,90,0.03955047,32
115,93,0.039593684,32
115,106,0.04096298,10
115,120,0.036290879,21
115,125,0.0493869,32
115,126,0.042917077,40
115,127,0.042269986,24
115,131,0.043329828,33
115,132,0.046542491,30
115,134,0.038579953,43
115,135,0.049225315,23
115,141,0.041849521,22
115,143,0.038773005,44
115,145,0.036358131,18
115,163,0.04229234,33
115,165,0.041974408,25
115,167,0.036495482,44
115,181,0.043261408,26
115,182,0.046418741,44
115,193,0.043938616,35
115,196,0.0447477,25
115,197,0.0447477,25
115,198,0.037642926,31
115,211,0.048828125,10
115,213,0.032088734,10
115,219,0.036717813,31
115,221,0.040922153,25
115,227,0.039170864,18
115,228,0.02934582,18
115,231,0.035856177,32
115,232,0.036109542,24
115,233,0.047632767,33
115,238,0.038534386,32
115,240,0.04258482,37
115,251,0.04868583,41
115,252,0.037760553,33
115,262,0.037134862,43
115,263,0.032762645,18
115,264,0.047343445,33
115,265,0.038065397,29
115,267,0.03454123,18
115,268,0.03454123,18
115,271,0.049183467,37
115,273,0.049183467,37
115,277,0.043956264,44
115,279,0.035193326,15
116,120,0.048806746,12
116,151,0.033184873,35
116,196,0.035465865,9
116,197,0.035465865,9
116,209,0.035522337,6
116,216,0.03125,6
116,220,0.03125,6
116,242,0.032539171,35
116,245,0.045137712,35
116,248,0.035014981,6
116,279,0.04534035,12
117,19,0.048123461,64
117,38,0.037134862,47
117,41,0.034006403,8
117,56,0.035522337,9
117,84,0.040371803,145
117,106,0.033966233,7
117,122,0.047482368,22
117,149,0.044561482,27
117,151,0.047663395,21
117,153,0.03125,6
117,156,0.042315275,11
117,171,0.038738915,30
117,174,0.031406538,21
117,189,0.034287968,7
117,190,0.049873137,17
117,201,0.042334913,30
117,211,0.040660723,11
117,236,0.035522337,6
117,259,0.03633152,28
117,279,0.043640357,9
118,19,0.044156183,30
118,37,0.036207843,13
118,38,0.042694738,14
118,40,0.037813753,9
118,106,0.03125,7
118,147,0.037982635,12
118,149,0.0356919,13
118,151,0.037645067,11
118,155,0.046567761,12
118,156,0.046710479,10
118,190,0.047769829,15
118,213,0.034610558,8
118,217,0.041810543,9
118,253,0.046693494,15
118,258,0.034101509,13
118,259,0.040760254,13
119,16,0.035238516,15
119,17,0.0390625,8
119,18,0.035238516,15
119,19,0.046500892,31
119,26,0.035238516,15
119,31,0.041451111,149
119,34,0.043475155,15
119,37,0.035522337,6
119,38,0.030854911,12
119,39,0.044029099,14
119,40,0.041558707,8
119,41,0.042315275,9
119,45,0.04135891,10
119,46,0.035522337,6
119,54,0.040998866,12
119,55,0.040436495,10
119,56,0.035522337,6
119,59,0.036031686,7
119,68,0.036393034,12
119,71,0.044343467,15
119,73,0.033966233,8
119,76,0.033966233,8
119,80,0.046875,7
119,82,0.04616238,15
119,84,0.042745736,99
119,97,0.042441676,13
119,98,0.041056114,8
119,101,0.044238624,15
119,102,0.03304167,15
119,103,0.03304167,15
119,105,0.042441676,13
119,106,0.036031686,7
119,111,0.037265778,12
119,122,0.046875,7
119,131,0.035522337,7
119,147,0.043825584,11
119,149,0.045209851,12
119,151,0.046875,7
119,155,0.040660723,12
119,156,0.042062733,8
119,159,0.042062733,9
119,161,0.032724058,15
119,162,0.029772876,9
119,166,0.036031686,7
119,174,0.049684336,12
119,178,0.041154975,12
119,180,0.033966233,8
119,183,0.04215345,7
119,184,0.049684336,12
119,185,0.041154975,12
119,186,0.041154975,12
119,188,0.032815859,9
119,190,0.03259524,14
119,199,0.042062733,9
119,200,0.042062733,8
119,201,0.044343467,15
119,210,0.042062733,9
119,211,0.042062733,9
119,213,0.03125,7
119,214,0.042062733,9
119,217,0.043640357,9
119,225,0.049109539,8
119,234,0.043825584,9
119,236,0.03125,6
119,238,0.049669536,9
119,240,0.036031686,7
119,244,0.028414279,15
119,253,0.037813753,9
119,255,0.042390296,18
119,257,0.041094856,11
119,258,0.043825584,9
119,259,0.035522337,6
119,266,0.049879839,15
119,278,0.033325368,7
120,34,0.047669296,63
120,38,0.046842121,45
120,40,0.028972768,8
120,43,0.049268746,48
120,45,0.045292786,13
120,64,0.037555815,68
120,73,0.04472122,68
120,76,0.047373408,66
120,80,0.049669536,8
120,86,0.049354563,43
120,91,0.036028748,45
120,97,0.041747551,13
120,105,0.041747551,13
120,108,0.048806746,12
120,110,0.048806746,12
120,112,0.048806746,12
120,114,0.048806746,12
120,115,0.036290879,21
120,116,0.048806746,12
120,122,0.047151542,22
120,128,0.049576824,60
120,140,0.028972768,8
120,146,0.041785168,8
120,147,0.041785168,7
120,149,0.049684336,13
120,151,0.044888766,18
120,155,0.041785168,7
120,156,0.04027934,65
120,171,0.049663783,70
120,188,0.043929609,23
120,201,0.045233807,12
120,217,0.041810543,8
120,222,0.040878488,66
120,224,0.041785168,7
120,234,0.03059713,13
121,19,0.049405186,22
121,25,0.046239681,20
121,38,0.047666079,51
121,49,0.049955358,24
121,145,0.037513386,24
121,151,0.040742119,25
121,165,0.039732566,20
121,241,0.048192172,20
121,263,0.044015362,20
121,264,0.0346499,22
122,9,0.038368455,22
122,10,0.045604036,23
122,14,0.047166081,15
122,19,0.036927734,21
122,20,0.043519536,22
122,22,0.036899198,22
122,23,0.04853366,19
122,24,0.045127317,11
122,25,0.046560599,18
122,27,0.045127317,11
122,28,0.045127317,11
122,29,0.037308284,9
122,44,0.029772876,8
122,49,0.043170587,16
122,50,0.03844175,22
122,51,0.04215345,7
122,53,0.029772876,8
122,62,0.031964571,22
122,63,0.041865008,22
122,66,0.046217573,21
122,93,0.047773611,23
122,117,0.047482368,22
122,119,0.046875,7
122,120,0.047151542,22
122,123,0.038084672,22
122,125,0.044015362,21
122,128,0.033252099,22
122,129,0.04387727,22
122,130,0.039974229,22
122,137,0.029772876,8
122,138,0.048814512,16
122,141,0.029257694,19
122,142,0.049208633,23
122,143,0.03458428,22
122,145,0.046649187,16
122,165,0.034032584,14
122,167,0.046062879,20
122,181,0.037015242,24
122,196,0.04215345,8
122,197,0.04215345,8
